,0,1,2,3
0,0.5910249566568302,0.884007581244429,0.08391220468242139,0.4735938524917782
1,0.7623773918046588,0.7921571759805449,0.11842798183397857,0.5068887283720604
2,0.6069127477665441,0.8766360956616981,0.08532011538202872,0.47965380810681957
3,0.6073024976300085,0.8529207614035206,0.142485154471367,0.3272115343368407
4,0.5076367183748061,0.9203296118498533,0.07993682861802881,0.43695962887541295
5,0.524641060198721,0.908763113807143,0.09247525172120918,0.41010938655455886
6,0.47594050176794145,0.9321565224899565,0.08270740893514983,0.41256057401916024
7,0.5992804295323979,0.8690183790364986,0.11329608663849805,0.39733921297295716
8,0.648202158085232,0.8373382373674052,0.1367775785122931,0.3697470352192327
9,0.685595068582201,0.8145944513305464,0.14915815669802757,0.3671992950731142
10,0.5906443329906979,0.882152686475977,0.08934736025168027,0.4578536305218237
11,0.5184100319080298,0.8914137212363877,0.14122309266009225,0.27575123139715085
12,0.7091638760642436,0.810197264418648,0.1349450688261638,0.4205206439921123
13,0.5528165640119989,0.90433814930606,0.0723449299330231,0.48429707291356516
14,0.5883393576364657,0.9065555081247726,0.016448593076228313,0.6806506701977697
15,0.40477907817876124,0.9776481858943076,0.02731914982979894,0.5510789979771515
16,0.5381762827304781,0.9285185644590324,0.012906337769577503,0.6632976750700501
17,0.6102358824265499,0.8808683227564874,0.06951496720647166,0.5277520463427794
18,0.6453925862518388,0.8515845541535356,0.10633257704728599,0.4470782272563749
19,0.4577439370510952,0.9422215660654498,0.07472792780882997,0.42709126792604346
20,0.7080573917775945,0.8043284514881182,0.14873361694596543,0.38596211357236987
21,0.5261695117951013,0.9178298880343235,0.06524478027066105,0.49046747335981555
22,0.36432108351370784,1.0,0.0,0.6266969502641975
23,0.7327306135791076,0.8055711796012284,0.12030456936588657,0.47679379713556047
24,0.48101573325975,0.8707522657719138,0.21511422356889862,0.08298658768920264
25,0.7751058911121835,0.7648621326536047,0.16332331183386267,0.4098404912035405
26,0.6357404504797057,0.8556601428748665,0.10686363363238788,0.4389421817352339
27,0.6180777940553619,0.8647345676860541,0.10363585724499497,0.43577746159141073
28,0.668926706603961,0.8480995612985771,0.08826856372427827,0.5137389428448711
29,0.5827659717453315,0.8566400617386603,0.15757904190481892,0.2741920749016038
30,0.6678547942191226,0.8167585625942337,0.16167309689636827,0.32398509750373883
31,0.7613224828932972,0.8084237881861273,0.07921746808597135,0.6124681507187351
32,0.31592205611800095,0.9922296681258014,0.08662003866458401,0.3331856604321022
33,0.40147074559700213,0.9736519495720442,0.045434759862049034,0.49148905626260087
34,0.7091638760642436,0.810197264418648,0.1349450688261638,0.4205206439921123
35,0.7081068335915641,0.8404122950962942,0.059754201500937965,0.6261019436089725
36,0.7134439590671016,0.8379836037339885,0.05962434262451605,0.6306437030725003
37,0.45151626181536075,0.9369618393948194,0.09614111811594983,0.36203564550965117
38,0.6021369793747602,0.8716394704595545,0.10373607097778514,0.4250674220024768
39,0.6323382516266522,0.8553324146256094,0.11136710370341574,0.42448450124939363
40,0.5799904702496304,0.9005631003443263,0.04923608132617474,0.5703078099390622
41,0.9999999999999996,0.6530273410519255,0.1418813383705922,0.7156203729514266
42,0.4900672025465478,0.9235554449096074,0.0906973923174782,0.3966977758217385
43,0.6280589892630473,0.8730578326696882,0.0696310744075716,0.5391006960756779
44,0.4453831692716297,0.917530079756177,0.1493965395710538,0.21651829995310923
45,0.756224923151545,0.8007038957515252,0.10523154893580228,0.5361874541406255
46,0.43286874076657833,0.9388866666876232,0.11029658096704548,0.31366160026571865
47,0.5634144755514039,0.8853472602736717,0.11094843070671834,0.3813054764362507
48,0.5584836887561391,0.8952634786368043,0.09084884726391373,0.4340461922617176
49,0.6532508891740147,0.8517318453504032,0.09713509301610657,0.4777616367429167
50,0.7475128552643753,0.31116116980053343,0.6412692884005153,0.31515739580402835
51,0.6832799959593898,0.33316667127162125,0.6597344629447731,0.21651829995310878
52,0.6733373342021154,0.267899515211321,0.697804816459201,0.3489777771327076
53,0.6628967663908005,0.1997955200557338,0.7308493851356559,0.5174059129070314
54,0.7082348139292693,0.23042916236424033,0.6983448517402533,0.46877640640649476
55,0.42444149419652044,0.2876541683004447,0.7936174740002534,0.14977009257733664
56,0.5692297376429636,0.3338645704369474,0.7106563781293287,0.13087566037163922
57,0.722034241690054,0.3561475600664896,0.6279288914360357,0.20738673989472245
58,0.6862082237884226,0.2766254584948286,0.6877995007527133,0.33854815953470574
59,0.5857922155982029,0.3113072861369156,0.7153926653541979,0.18883682616519204
60,0.7000392904956558,0.21793937009094883,0.7071748307365885,0.49527548029112944
61,0.684222521336951,0.32544924756857674,0.6635806432120785,0.2324041788985758
62,0.7573158597444762,0.21496151459155927,0.681605832046053,0.5499937029244295
63,0.49605420584381266,0.27073488535877716,0.772689875943888,0.22729257401058023
64,0.8185301706465449,0.39409825073513005,0.554404681082836,0.24509342837070358
65,0.7954654974959117,0.31899321512021,0.6132156068934151,0.34485772216128563
66,0.3983652087502829,0.31477962238623064,0.790834810455852,0.0748806222765066
67,0.6051483594834863,0.3297263346023377,0.6971621191182992,0.1638698743503184
68,0.6800118117697749,0.11156424598539727,0.7497014371692873,0.8041307306233647
69,0.682627057563812,0.28739714356414314,0.6841951127420441,0.31134284112506316
70,0.4134815677151611,0.2869474467360288,0.7982419439954382,0.1462068725736807
71,0.8072584213644811,0.31049693644260745,0.6119565505514091,0.37324697226592196
72,0.5158790540751577,0.15207647820222847,0.80877933722479,0.5685983058988695
73,0.46339478645017085,0.2753564959678981,0.7837951138703728,0.19871043104136943
74,0.7539815116838886,0.3024499072395062,0.6427775475004747,0.33889433483660847
75,0.7806005573300574,0.2994742352907702,0.6312792078814194,0.36969394779914744
76,0.6871000177701632,0.2265829805899695,0.7096019117261388,0.4624399318230914
77,0.6180777940553619,0.2181841912607646,0.743569377881887,0.43577746159141073
78,0.5827659717453315,0.2726851436607525,0.7355577118499663,0.27419207490160247
79,0.8487498295014411,0.35606459381023126,0.5633463508317499,0.3355520571375701
80,0.7088363562813114,0.27231094671668715,0.6793922578968279,0.36653175947857974
81,0.7305878537058716,0.2951605517203873,0.6578341902070776,0.33370533023955984
82,0.7496415410127235,0.3175473917993717,0.6367543849592255,0.30426748613475807
83,0.29629286522741527,0.17394824318309204,0.8857587171632195,0.407065973202275
84,0.2949077847919406,0.3247455067718817,0.8253383122529596,0.00824793884744146
85,0.5328980853825227,0.39140929070554215,0.6931139494424926,0.0
86,0.6992582340988842,0.2857950895383961,0.6773005513064357,0.32813321282447694
87,0.7201015750738593,0.16672322036129827,0.7162978383333247,0.6568575356923874
88,0.5622951011944801,0.3775023452619921,0.6887302043156328,0.04392361377699938
89,0.6482021580852315,0.2516685949835571,0.7164534241177336,0.36974703521923136
90,0.39202904505433356,0.26557851951178235,0.8161178297733188,0.18864391814770398
91,0.5342193165998537,0.3016930184447895,0.7422833298244091,0.17700578965367386
92,0.7153786918209977,0.28424223222032635,0.6705353731708277,0.34477929127821305
93,0.7748450425111342,0.32069578771338947,0.6225999289071081,0.32153650645828913
94,0.5574925073751644,0.28669134781037686,0.7397566819126244,0.22533983295038063
95,0.5238902940987522,0.3774739002864017,0.7054186100533636,0.01832970854786309
96,0.5689753314948902,0.3363370104487897,0.7094206818492274,0.12574069028533996
97,0.6959395842256528,0.308900680830807,0.6670310255677279,0.2755945917071476
98,0.9401253879718854,0.3913627427981113,0.48746233064983124,0.4023446880794834
99,0.6347087951531094,0.3173410194211191,0.6906190975341204,0.21052845738947612
100,0.0,0.11698252020306782,1.0,0.5283265360322416
101,0.24512961957713975,0.12653060913229208,0.9171157263353309,0.5432987306892341
102,0.3951667157827101,0.11415633356228888,0.8657790720907026,0.6365102495348847
103,0.17743102293396973,0.1591501879679672,0.9316554986792245,0.41945655097017465
104,0.2075350046330775,0.10669147591614164,0.9347258777185979,0.6009272021198995
105,0.25604728575641644,0.08982052813927671,0.9214890524005618,0.6733481777017993
